NTD ID;Legacy NTD ID;Agency Name;Reporter Acronym;Doing Business As;Reporter Type;Reporting Module;Organization Type;Reported By NTD ID;Reported by Name;Subrecipient Type;FY End Date;Original Due Date;Address Line 1;Address Line 2;P.O. Box;City;State;Zip Code;Zip Code Ext;Region;URL;FTA Recipient ID;DUNS Number;Service Area Sq Miles;Service Area Pop;Primary UZA;UZA Name;Tribal Area Name;Population;Density;Sq Miles;VOMS DO;VOMS PT;Total VOMS;Volunteer Drivers;Personal Vehicles;TAM Tier;Number of State Counties;Number of Counties with Service; State Admin Funds Expended 
0R03-00287;0R03-029;People for People Moses Lake;PFP;;Rural Reporter;Rural;Private-Non-Profit Corporation;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;302 W Lincoln Ave;;;Yakima;WA;98902;2656;10;http://www.pfp.org;1724;144406667;;;;;;;;;18;;18;;;Tier II;;;  
0R03-00291;0R01-042;Northwestern Stagelines Inc;;Northwestern Trailway;Rural Reporter;Rural;Private-For-Profit Corporation;0R03;Washington State Department of Transportation;Intercity Bus;31/12/2020;30/04/2021;S 4711 Ben Franklin Ln;;;Spokane;WA;99224;5179;10;http://www.appleline.us;1722;062875575;;;;;;;;;;;;;;Tier II;;;  
0R03-00294;0R03-020;Pullman Transit;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;190 Se Crestview St;;;Pullman;WA;99163;2267;10;http://www.pullmantransit.com;1724;097252167;;;;;;;;;21;;21;;;Tier II;;;  
0R03-00297;0R03-008;People for People Yakima;PFP;;Rural Reporter;Rural;Private-Non-Profit Corporation;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;302 W Lincoln Ave;;;Yakima;WA;98902;2656;10;http://www.pfp.org;1724;144406667;;;;;;;;;14;;14;;;Tier II;;;  
0R03-00298;0R03-013;Island Transit;;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;19758 Sr 20;;;Coupeville;WA;98239;9656;10;http://www.islandtransit.com;1724;613011196;;;;;;;;;77;;77;;;Tier II;;;  
0R03-00299;0R03-015;Klickitat County Senior Services;MATS;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;205 S. Columbus Ave. Room 102- Mail Stop 2;;;Goldendale;WA;98620;9054;10;http://www.klickitatcounty.org/363/Mount-Adams-Transportation-Service-MATS;1724;053608196;;;;;;;;;16;;16;9;11;Tier II;;;  
0R03-00303;0R03-009;Clallam Transit System;CTS;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;830 W Lauridsen Blvd;;;Port Angeles;WA;98363;2300;10;http://www.clallamtransit.com;1724;118944578;;;;;;;;;59;;59;;;Tier II;;;  
0R03-00309;0R03-011;Grant County Transportation Authority;GTA;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;8392 Westover Blvd Ne;;;Moses Lake;WA;98837;3355;10;http://www.gta-ride.com;1724;158221122;;;;;;;;;28;12;40;;;Tier II;;;  
0R03-00312;0R03-046;Hopesource;;;Rural Reporter;Rural;Private-Non-Profit Corporation;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;700 E Mountain View Ave Ste 501;;;Ellensburg;WA;98926;4802;10;http://www.hopesource.us;1724;938167934;;;;;;;;;11;;11;;;Tier II;;;  
0R03-00314;0R03-012;Grays Harbor Transit;GHT;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;705 30Th St;;;Hoquiam;WA;98550;4237;10;http://www.ghtransit.com;1724;097254312;;;;;;;;;44;;44;;;Tier II;;;  
0R03-00315;0R03-017;Mason County Transportation Authority;MTA;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;790 E Johns Prairie Rd;;1880;Shelton;WA;98584;1265;10;http://www.masontransit.org;1724;832544217;;;;;;;;;36;;36;5;5;Tier II;;;  
0R03-00316;0R03-035;Jefferson Transit;;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;63 4 Corners Rd;;;Port Townsend;WA;98368;9366;10;http://www.jeffersontransit.com;1724;102852019;;;;;;;;;12;;12;;;Tier II;;;  
0R03-00317;0R03-006;Mt Si Senior Center;;;Rural Reporter;Rural;Private-Non-Profit Corporation;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;411 Main Ave S ;;806;North Bend;WA;98045;8215;10;http://www.svtbus.org/;1724;021827951;;;;;;;;;10;;10;;;Tier II;;;  
0R03-00322;0R03-019;Pacific Transit;;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;216 2Nd St;;;Raymond;WA;98577;2406;10;http://www.pacifictransit.org;1724;067684381;;;;;;;;;9;;9;;;Tier II;;;  
0R03-00332;0R03-045;Okanogan County Transportation & Nutrition;OCTN;;Rural Reporter;Rural;Private-Non-Profit Corporation;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;431 W 5Th St;;711;Omak;WA;98841;9709;10;http://www.octn.org;1724;832038686;;;;;;;;;11;;11;;;Tier II;;;  
0R03-00336;0R03-023;Skamania County Senior Services;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;240 Nw Vancouver Ave;;369;Stevenson;WA;98648;6447;10;http://www.skamaniacounty.org;1724;017330861;;;;;;;;;10;;10;1;1;Tier II;;;  
0R03-00364;0R03-025;Twin Transit;;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;212 E Locust St;;;Centralia;WA;98531;4136;10;http://www.twintransit.org;1724;093649697;;;;;;;;;16;;16;;;Tier II;;;  
0R03-00366;0R03-030;White Pass Community Services Coalition;;L.E.W.I.S Mountain Highway Transit;Rural Reporter;Rural;Private-Non-Profit Corporation;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;;;789;Morton;WA;98356;0789;10;;1724;802400812;;;;;;;;;2;;2;;;Tier II;;;  
0R03-00368;0R03-004;Lower Columbia Community Action Council;LCCAC;;Rural Reporter;Rural;Private-Non-Profit Corporation;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;1526 Commerce Ave;;;Longview;WA;98632;4102;10;http://www.lowercolumbiacap.org;1724;168315984;;;;;;;;;6;;6;4;4;Tier II;;;  
0R03-00371;0R03-056;Wahkiakum County Health & Human Services;;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;42 Elochoman Valley Road;;;Cathlamet;WA;98612;9602;10;http://www.co.wahkiakum.wa.us;1724;969175616;;;;;;;;;7;;7;;;Tier II;;;  
0R03-00383;0R03-001;Columbia County Public Transportation;CCPT;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;507 Cameron St;;;Dayton;WA;99328;1279;10;http://www.columbiaco.com/webpages/transportation;1724;065423966;;;;;;;;;12;;12;;;Tier II;;;  
0R03-00386;0R03-024;Special Mobility Services;;;Rural Reporter;Rural;Private-Non-Profit Corporation;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;2101 Ne Flanders St;;;Portland;OR;97232;2811;10;http://www.sms1.org;1724;154031389;;;;;;;;;6;;6;;;Tier II;;;  
0R03-00397;0R03-036;Central Washington Airporter (Walla Walla, Franklin);;;Rural Reporter;Rural;Private-For-Profit Corporation;0R03;Washington State Department of Transportation;Intercity Bus;31/12/2020;30/04/2021;1416 Whitehorn St;;;Ferndale;WA;98248;8923;10;http://www.grapeline.us;1724;142562342;;;;;;;;;;;;;;Tier II;;;  
0R03-00398;;Coastal Community Action Program;;;Rural Reporter;Rural;Private-Non-Profit Corporation;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;101 E Market St Ste A;;;Aberdeen;WA;98520;5208;10;www.coastalcap.org;1724;039270673;;;;;;;;;5;;5;;;Tier II;;;  
0R03-00405;;Okanogan Transit;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;0R03;Washington State Department of Transportation;Rural General Public Transit;31/12/2020;30/04/2021;307 South Main Street;Unit #4;;Omak;WA;98841;;10;http://www.okanogantransit.com;1724;079614605;;;;;;;;;14;;14;;;Tier II;;;  
0R03-60208;7R03-038;Greyhound Lines, Inc.;;;Rural Reporter;Rural;Private-For-Profit Corporation;0R03;Washington State Department of Transportation;Intercity Bus;31/12/2020;30/04/2021;350 N Saint Paul St Ste 300;;;Dallas;TX;75201;4231;6;http://www.greyhound.com;1635;825063233;;;;;;;;;;;;;;Tier II;;;  
0R04;0R04;Alaska Department of Transportation;AKDOTPF;;State Reporter;Rural;;;;;30/06/2020;31/10/2020;3132 Channel Dr;;112500;Juneau;AK;99801;7814;10;http://www.dot.state.ak.us/;1725;809387434;;;;;;;;;;;;;;N/A - Group Plan Sponsor;18;9; $1.123.658 
0R04-00320;0R04-014;Center for Community;;;Rural Reporter;Rural;Private-Non-Profit Corporation;0R04;Alaska Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;700 Katlian St Ste B;;;Sitka;AK;99835;7359;10;http://www.ptialaska.net/~cfcsitka/index.htm;1725;174862599;;;;;;;;;;;;;;Tier II;;;  
0R04-00327;0R04-002;Valley Transit;;;Rural Reporter;Rural;Private-Non-Profit Corporation;0R04;Alaska Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;225 W Riley Ave;;;Wasilla;AK;99654;8020;10;http://www.valleytransitak.org;1725;025553947;;;;;;;;;10;;10;;;Tier II;;;  
0R04-00340;0R04-001;Senior Citizens of Kodiak, Inc.;KATS;;Rural Reporter;Rural;Private-Non-Profit Corporation;0R04;Alaska Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;302 Erskine Ave;;;Kodiak;AK;99615;6341;10;http://www.kodiakseniorcenter.org;1725;027227693;;;;;;;;;;3;3;;;Tier II;;;  
0R04-00345;0R04-011;Glacier Valley Transit;;;Rural Reporter;Rural;Private-Non-Profit Corporation;0R04;Alaska Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;1000 Arlberg Rd;;249;Girdwood;AK;99587;000;10;www.glaciervalleytransit.com;1725;968375480;;;;;;;;;;4;4;;;Tier II;;;  
0R04-00354;0R04-017;Catholic Community Service, Sitka;;;Rural Reporter;Rural;Private-Non-Profit Corporation;0R04;Alaska Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;1803 Glacier Hwy;;;Juneau;AK;99801;7804;10;www.ccsjuneau.org/8,southeastseniorservices;1725;035736420;;;;;;;;;3;;3;;;Tier II;;;  
0R04-00358;0R04-004;Ketchikan Gateway Borough;;The Bus;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;0R04;Alaska Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;1900 First Ave Ste 118;;;Ketchikan;AK;99901;6059;10;http://www.kgbak.us;1725;070399373;;;;;;;;;4;5;9;;;Tier II;;;  
0R04-00378;0R04-006;Central Area Rural Transit System, Inc.;CARTS;;Rural Reporter;Rural;Private-Non-Profit Corporation;0R04;Alaska Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;35139 Kb Dr;;993;Soldotna;AK;99669;8215;10;http://ridecartsak.org/;1725;841141604;;;;;;;;;8;13;21;;;Tier II;;;  
0R04-00379;0R04-022;Interior Alaska Bus Line;;;Rural Reporter;Rural;Private-Non-Profit Corporation;0R04;Alaska Department of Transportation;Intercity Bus;30/06/2020;31/10/2020;1314 Alaska Hwy;;653;Tok;AK;99780;;10;www.alaskadirectbusline.com/;1725;078354091;;;;;;;;;;;;;;Tier II;;;  
0R04-00382;0R04-010;Inter-Island Ferry Authority;IFA;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;0R04;Alaska Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;333 Cold Storage Rd Ste 304;;470;Craig;AK;99921;;10;http://www.interislandferry.com;1725;136121675;;;;;;;;;1;;1;;;Tier II;;;  
0R04-00387;0R04-016;City of Bethel;;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;0R04;Alaska Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;300 State Hwy;;1388;Bethel;AK;99559;;10;http://www.cityofbethel.org;1725;082508458;;;;;;;;;1;;1;;;Tier II;;;  
0R04-00391;0R04-005;City and Borough of Juneau;;Capital Transit;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;0R04;Alaska Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;155 S Seward St;;;Juneau;AK;99801;1332;10;http://www.juneau.org/capitaltransit/index.php;1725;129390407;;;;;;;;;18;8;26;;;Tier II;;;  
0R04-00399;;Sunshine Transit ;;;Rural Reporter;Rural;Private-Non-Profit Corporation;0R04;Alaska Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;Mile 4.4 Talkeetna Spur Rd;;1189;Talkeetna;AK;99676;000;10;http://www.sunshinetransit.org;1725;186850533;;;;;;;;;12;;12;;;Tier II;;;  
1R01;1R01;Connecticut Department of Transportation;CDOT;;State Reporter;Rural;;;;;30/06/2020;31/10/2020;2800 Berlin Turnpike;2800 Berlin Turnpike, NE, Room 1137;;Newington;CT;06111;4113;1;http://www.ct.gov/;1334;807854583;;;;;;;;;;;;;;N/A - Group Plan Sponsor;8;4; $-   
1R01-10131;1R01-004;Northwestern CT Transit District;NWCTD;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;957 E Main St;;;Torrington;CT;06790;3907;1;http://www.nwcttransit.com/;1334;833134419;;;;;;;;;16;;16;;;Tier II;;;  
1R01-10149;1R01-005;Windham Region Transit District;WRTD;;Rural Reporter;Rural;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;28 South Frontage Rd;;;Mansfield Center;CT;06250;6101;1;http://www.wrtd.net;1334;877536920;;;;;;;;;12;;12;;;Tier II;;;  
1R01-10156;1R01-003;Northeastern Connecticut Transit District;NECTD;;Rural Reporter;Rural;Independent Public Agency or Authority of Transit Service;1R01;Connecticut Department of Transportation;Rural General Public Transit;30/06/2020;31/10/2020;125 Putnam Pike;125 Putnam Pike;795;Dayville;CT;06241;1626;1;http://www.nectd.org/;1334;958189722;;;;;;;;;10;;10;;;Tier II;;;  
1R01-11176;;Ability Beyond Disability, Inc.;;;Reduced Asset Reporter;Asset;Private-Non-Profit Corporation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;4 Berkshire Blvd;;;Bethel;CT;06801;1001;1;http://abilitybeyond.org/;;072147465;;;;;;;;;;;;;;Tier II;;;  
1R01-11177;;Town of Ashford;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;5 Town Hall Road;;;Ashford;CT;06278;;1;https://www.ashfordtownhall.org/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11178;;Town of Woodbridge;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;11 Meetinghouse Lane;;;Woodbridge;CT;06525;;1;https://www.woodbridgect.org/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11179;;Town of Wolcott;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;10 Kenea Ave;;;Wolcott;CT;06716;2114;1;http://www.wolcottct.org/;;072129570;;;;;;;;;;;;;;Tier II;;;  
1R01-11180;;Town of Windsor Locks;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;50 Church Street;;;Windsor Locks;CT;06096;;1;https://www.windsorlocksct.org/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11181;;Town of Windsor;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;340 Bloomfield Ave;;;Windsor;CT;06095;2709;1;https://townofwindsorct.com/;;878556992;;;;;;;;;;;;;;Tier II;;;  
1R01-11182;;Town of Watertown;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;61 Echo Lake Rd;;;Watertown;CT;06795;2638;1;http://www.watertownct.org/;;072130891;;;;;;;;;;;;;;Tier II;;;  
1R01-11183;;Town of Waterford;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;15 Rope Ferry Road;;;Waterford;CT;06385;2806;1;https://www.waterfordct.org/;;083343038;;;;;;;;;;;;;;Tier II;;;  
1R01-11184;;Town of Trumbull;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;5866 Main St;;;Trumbull;CT;06611;3113;1;http://www.trumbull-ct.gov/;;072131147;;;;;;;;;;;;;;Tier II;;;  
1R01-11185;;Town of Suffield;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;145 Bridge Street;;;Suffield;CT;06078;;1;http://suffieldct.gov/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11186;;Town of Stratford Senior Services;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;2725 Main Street;;;Stratford;CT;06615;;1;http://www.townofstratford.com/seniorservices;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11187;;Town of Stafford;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;1 Main Street;;;Stafford;CT;06076;;1;https://www.staffordct.org/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11188;;Town of Sprague;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;1 Main St;;677;Baltic;CT;06330;1320;1;http://www.ctsprague.org/;;010177954;;;;;;;;;;;;;;Tier II;;;  
1R01-11189;;Town of Southbury;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;501 Main St S;;;Southbury;CT;06488;4217;1;https://www.southbury-ct.org/;;093891104;;;;;;;;;;;;;;Tier II;;;  
1R01-11190;;Town of South Windsor;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;150 Nevers Road;;;South Windsor;CT;06074;;1;https://www.southwindsor.org/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11191;;Town of Somers;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;600 Main Street;;308;Somers;CT;06071;;1;https://www.somersct.gov/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11192;;Town of Simsbury;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;933 Hopmeadow Street;;;Simsbury;CT;06611;;1;https://www.simsbury-ct.gov/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11193;;Town of Sherman;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;9 Route 39 North;;;Sherman;CT;06784;;1;http://www.townofshermanct.org/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11194;;Town of Roxbury;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;29 North Street;;;Roxbury;CT;06783;;1;https://www.roxburyct.com/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11195;;Town of Rocky Hill;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;761 Old Main St;;;Rocky Hill;CT;06067;1519;1;https://www.rockyhillct.gov/;;059063271;;;;;;;;;;;;;;Tier II;;;  
1R01-11196;;Town of Prospect;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;36 Center Street;;;Prospect;CT;06712;;1;https://www.townofprospect.org/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11197;;Town of Plainville;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;200 East Street;;;Plainville;CT;06062;;1;https://www.plainvillect.com/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11198;;Town of Orange;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;617 Orange Center Road;;;Orange;CT;06477;;1;http://www.orange-ct.gov/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11199;;Town of New Milford;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;10 Main St;;;New Milford;CT;06776;2831;1;http://www.newmilford.org/;;010152726;;;;;;;;;;;;;;Tier II;;;  
1R01-11200;;Town of Montville;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;310 Norwich New London Tpke;;;Uncasville;CT;06382;2523;1;https://www.townofmontville.org/;;092068253;;;;;;;;;;;;;;Tier II;;;  
1R01-11201;;Town of Middlebury;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;1212 Whittemore Rd;;;Middlebury;CT;06762;2425;1;https://www.middlebury-ct.org/;;072126949;;;;;;;;;;;;;;Tier II;;;  
1R01-11202;;Town of Marlborough;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;26 North Main Street;;;Marlborough;CT;06447;;1;https://www.marlboroughct.net/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11203;;Town of Mansfield;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;4 South Eagleville Road;;;Storrs;CT;06268;;1;http://www.mansfieldct.gov/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11204;;Town of Manchester;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;41 Center Street;;;Manchester;CT;06040;5090;1;https://www.townofmanchester.org/;;081302168;;;;;;;;;;;;;;Tier II;;;  
1R01-11205;;Town of Litchfield;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;74 West Street;;488;Litchfield;CT;06759;;1;https://www.townoflitchfield.org/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11206;;Town of Ledyard;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;741 Colonel Ledyard Hwy;;;Ledyard;CT;06339;1511;1;https://www.town.ledyard.ct.us/;;022917991;;;;;;;;;;;;;;Tier II;;;  
1R01-11207;;Town of Hebron;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;14 Stonecraft Drive;;;Hebron;CT;06248;;1;https://hebronct.com/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11208;;Town of Groton;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;102 Newton Road;;;Groton;CT;06340;;1;http://www.groton-ct.gov/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11209;;Town of Griswold;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;28 Main Street;;;Griswold;CT;06351;;1;http://www.griswold-ct.org/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11210;;Town of Goshen (CT);;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;42A North Street;;;Goshen;CT;06756;;1;https://www.goshenct.gov/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11211;;Town of Glastonbury;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;2155 Main Street;;;Glastonbury;CT;06033;;1;http://www.glastonbury-ct.gov/;;00000000;;;;;;;;;;;;;;Tier II;;;  
1R01-11212;;Town of Farmington;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;1 Monteith Drive (Farmington Town Hall);;;Farmington;CT;06032;1082;1;http://www.farmington-ct.org/;;602261927;;;;;;;;;;;;;;Tier II;;;  
1R01-11213;;Town of Enfield;;;Reduced Asset Reporter;Asset;City, County or Local Government Unit or Department of Transportation;1R01;Connecticut Department of Transportation;Asset Subrecipient;30/06/2020;31/10/2020;110 High Street;;;Enfield;CT;06082;;1;https://www.enfield-ct.gov/;;830428368;;;;;;;;;;;;;;Tier II;;;  
